Price,Close,Volume
Ticker,NTPIF,NTPIF
Date,,
2024-02-20,4.5,2700
2024-02-21,4.5,400
2024-02-22,4.5,0
2024-02-23,4.0,2500
2024-02-26,4.489999771118164,1700
2024-02-27,4.340000152587891,600000
2024-02-28,4.0,4700
2024-02-29,4.5,500
2024-03-01,4.5,0
2024-03-04,4.019999980926514,500
2024-03-05,4.400000095367432,800
2024-03-06,4.400000095367432,4200
2024-03-07,4.5,300
2024-03-08,4.0,900
2024-03-11,4.0,100
2024-03-12,4.0,1800
2024-03-13,4.0,9600
2024-03-14,4.0,0
2024-03-15,4.25,200
2024-03-18,4.0,2700
2024-03-19,4.400000095367432,300
2024-03-20,4.010000228881836,1400
2024-03-21,4.010000228881836,6200
2024-03-22,4.03000020980835,5900
2024-03-25,4.349999904632568,1400
2024-03-26,4.300000190734863,1000
2024-03-27,4.289999961853027,6200
2024-03-28,4.289999961853027,2700
2024-04-01,4.03000020980835,8400
2024-04-02,4.25,3800
2024-04-03,4.25,3500
2024-04-04,4.25,12600
2024-04-05,4.03000020980835,200
2024-04-08,4.03000020980835,6600
2024-04-09,4.5,100
2024-04-10,4.5,0
2024-04-11,4.5,0
2024-04-12,4.03000020980835,2100
2024-04-15,4.400000095367432,200
2024-04-16,4.03000020980835,2100
2024-04-17,4.03000020980835,1100
2024-04-18,4.03000020980835,0
2024-04-19,4.349999904632568,1100
2024-04-22,4.03000020980835,15200
2024-04-23,4.03000020980835,17400
2024-04-24,4.5,400
2024-04-25,4.5,0
2024-04-26,4.5,0
2024-04-29,4.25,5100
2024-04-30,4.46999979019165,3700
2024-05-01,4.46999979019165,0
2024-05-02,4.46999979019165,0
2024-05-03,4.46999979019165,0
2024-05-06,4.019999980926514,1800
2024-05-07,4.449999809265137,100
2024-05-08,4.449999809265137,0
2024-05-09,4.03000020980835,18700
2024-05-10,4.03000020980835,22300
2024-05-13,4.03000020980835,0
2024-05-14,4.449999809265137,100
2024-05-15,4.0,4400
2024-05-16,4.449999809265137,100
2024-05-17,4.03000020980835,3600
2024-05-20,4.0,8300
2024-05-21,4.449999809265137,100
2024-05-22,4.050000190734863,6900
2024-05-23,4.0,2100
2024-05-24,4.0,300
2024-05-28,4.400000095367432,100
2024-05-29,4.150000095367432,1200
2024-05-30,4.0,4300
2024-05-31,4.349999904632568,300
2024-06-03,4.349999904632568,2000
2024-06-04,4.099999904632568,2400
2024-06-05,4.0,200
2024-06-06,4.0,800
2024-06-07,4.349999904632568,500
2024-06-10,4.349999904632568,0
2024-06-11,4.300000190734863,100
2024-06-12,4.25,3400
2024-06-13,4.0,2600
2024-06-14,4.0,1100
2024-06-17,4.0,3600
2024-06-18,4.0,19500
2024-06-20,4.0,36000
2024-06-21,4.010000228881836,2200
2024-06-24,4.0,4600
